SKU,amz,ebay,web,oth,tot,category,resolved_parent_id,current_stock,in_stock_flag,cv_30,v7,v14,v30,v90,doc,status,risk,action
RIM-KF-BROW-DEFINER-005,0,0,0,0,0,Eyeliner,RIM-KF-BROW-DEFINER,33.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-BROW-DEFINER-006,0,0,0,0,0,Eyeliner,RIM-KF-BROW-DEFINER,20.0,1,5.477225575051661,0.0,0.0,0.0,0.06666666666666667,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-CCLR-010,0,0,0,0,0,"Complexion, Concealer, Makeup",B09KNFV5DR,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KF-CCLR-020,0,0,0,0,0,"Complexion, Concealer, Makeup",B09KNFV5DR,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KF-CCLR-030,0,0,0,0,0,"Complexion, Concealer, Makeup",B09KNFV5DR,28.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-CCLR-040,0,0,0,0,0,"Complexion, Concealer, Makeup",403715540878,17.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-EYE-DEFINER-02,0,0,0,0,0,Eyeliner,B0BYPJMZC6,18.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-EYE-DEFINER-03,0,0,0,0,0,Eyeliner,RIM-KF-EYE-DEFINER,40.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-EYE-DEFINER-04,0,0,0,0,0,Eyeliner,RIM-KF-EYE-DEFINER,44.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-EYE-DEFINER-05,0,0,0,0,0,Eyeliner,B0BYPJMZC6,19.0,1,5.477225575051663,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-EYE-DEFINER-06,0,0,0,0,0,Eyeliner,RIM-KF-EYE-DEFINER,35.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-FDT-001,0,0,0,0,0,"Complexion, Foundation, Makeup",RIM-KF-FDT,0.0,0,5.477225575051661,0.0,0.0,0.0,0.011111111111111112,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KF-FDT-103,0,0,0,0,0,"Complexion, Foundation, Makeup",RIM-KF-FDT,1.0,1,5.477225575051662,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-FDT-150,0,0,0,0,0,"Complexion, Foundation, Makeup",RIM-KF-FDT,107.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-FDT-210,0,0,0,0,0,"Complexion, Foundation, Makeup",RIM-KF-FDT,1.0,1,5.47722557505166,0.0,0.0,0.0,0.03333333333333333,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-FDT-410,0,0,0,0,0,"Complexion, Foundation, Makeup",RIM-KF-FDT,1.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-MSC-BLACK,0,0,0,0,0,Mascara,B0D7MZSWND,1.0,1,5.477225575051664,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-MSC-BROWN,0,0,0,0,0,Cosmetics General,B09KNJQXQR,0.0,0,5.477225575051641,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KF-MULTISTICK-002,0,0,0,0,0,Blusher,205591444972,2.0,1,5.477225575051661,0.0,0.0,0.0,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-MULTISTICK-003,0,0,0,0,0,Blusher,205591444972,4.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-MULTISTICK-004,0,0,0,0,0,Blusher,B0C7WQQ6W8,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KF-MULTISTICK-005,0,0,0,0,0,Blusher,B0C7WQQ6W8,31.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-150,0,0,0,0,0,Nail Polish,205588949990,64.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-151,0,0,0,0,0,Nail Polish,RIM-KF-NAIL,73.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-152,0,0,0,0,0,Nail Polish,B0BGYQ3NCB,60.0,1,5.477225575051662,0.0,0.0,0.0,0.022222222222222223,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-153,0,0,0,0,0,Nail Polish,B0BGYQ3NCB,1.0,1,5.477225575051671,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-154,0,0,0,0,0,Nail Polish,RIM-KF-NAIL,54.0,1,5.477225575051661,0.0,0.0,0.0,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-155,0,0,0,0,0,Nail Polish,B0BGYQ3NCB,62.0,1,5.477225575051659,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-156,0,0,0,0,0,Nail Polish,B0BGYQ3NCB,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KF-NAIL-157,0,0,0,0,0,Nail Polish,B0BGYQ3NCB,44.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-158,0,0,0,0,0,Nail Polish,B0BGYQ3NCB,40.0,1,5.477225575051671,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-160,0,0,0,0,0,Nail Polish,B0CV161WXH,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KF-NAIL-162,0,0,0,0,0,Nail Polish,B0CV16PTGD,2.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-163,0,0,0,0,0,Nail Polish,B0CV162NV7,10.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-164,0,0,0,0,0,Nail Polish,B0CV155M56,2.0,1,5.477225575051661,0.0,0.0,0.0,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-167,0,0,0,0,0,Nail Polish,B0CTZT35SB,0.0,0,5.4772255750516585,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KF-NAIL-168,0,0,0,0,0,Nail Polish,B0CV14GJDN,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KF-NAIL-169,0,0,0,0,0,Nail Polish,B0CV163KWT,3.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-NAIL-170,0,0,0,0,0,Nail Polish,B0CV15M53D,0.0,0,5.477225575051659,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KF-PWDR-001,0,0,0,0,0,"Complexion, Face Powder, Makeup",205588946898,13.0,1,5.47722557505166,0.0,0.0,0.03333333333333333,0.06666666666666667,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-PWDR-001-2PK,0,0,0,0,0,Cosmetics General,RIM-KF-PWDR-001-2PK,2.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-PWDR-001-5PK,0,0,0,0,0,Cosmetics General,RIM-KF-PWDR-001-5PK,9.0,1,5.47722557505166,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-PWDR-010,0,0,0,0,0,"Complexion, Face Powder, Makeup",205588946898,75.0,1,3.05128576629365,0.0,0.07142857142857142,0.1,0.07777777777777778,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-PWDR-020,0,0,0,0,0,"Complexion, Face Powder, Makeup",B0G3PMXTYN,168.0,1,3.2562936409147833,0.2857142857142857,0.14285714285714285,0.13333333333333333,0.12222222222222222,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-PWDR-030,0,0,0,0,0,"Complexion, Face Powder, Makeup",205588946898,56.0,1,5.47722557505158,0.0,0.0,0.03333333333333333,0.06666666666666667,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-PWDR-030-2PK,0,0,0,0,0,Cosmetics General,RIM-KF-PWDR-030-2PK,24.0,1,5.477225575051662,0.0,0.07142857142857142,0.03333333333333333,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-PWDR-030-5PK,0,0,0,0,0,Cosmetics General,RIM-KF-PWDR-030-5PK,8.0,1,3.8056219755369365,0.0,0.14285714285714285,0.06666666666666667,0.022222222222222223,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KF-PWDR-040,0,0,0,0,0,"Complexion, Face Powder, Makeup",205588946898,0.0,0,5.477225575051627,0.0,0.0,0.0,0.03333333333333333,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KF-PWDR-050,0,0,0,0,0,"Complexion, Face Powder, Makeup",403715539074,20.0,1,5.47722557505163,0.0,0.07142857142857142,0.03333333333333333,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-KOHL-KJEL-001,0,0,0,0,0,Eyeliner,B07BD8468L,0.0,0,5.47722557505166,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KOHL-KJEL-002,0,0,0,0,0,Eyeliner,RIM-KOHL-KJEL,0.0,0,5.477225575051659,0.0,0.0,0.0,0.022222222222222223,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-KOHL-KJEL-004,0,0,0,0,0,Eyeliner,B07BD8468L,9.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-AUTOLIP-018,0,0,0,0,0,"Lip Pencil, Lips, Makeup",403562755752,0.0,0,5.4772255750515635,0.0,0.0,0.0,0.28888888888888886,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LAST-AUTOLIP-018-2PK,0,0,0,0,0,Cosmetics General,RIM-LAST-AUTOLIP-018-2PK,273.0,1,5.4772255750516585,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-AUTOLIP-018-3PK,0,0,0,0,0,Cosmetics General,RIM-LAST-AUTOLIP-018-3PK,2.0,1,5.477225575051687,0.0,0.0,0.0,0.08888888888888889,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-AUTOLIP-018-5PK,0,0,0,0,0,Cosmetics General,RIM-LAST-AUTOLIP-018-5PK,2.0,1,5.47722557505166,0.0,0.0,0.0,0.03333333333333333,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-AUTOLIP-024,0,0,0,0,0,"Lip Pencil, Lips, Makeup",403562755752,4.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-AUTOLIP-045,0,0,0,0,0,"Lip Pencil, Lips, Makeup",B0CLGCSYWL,0.0,0,5.4772255750516505,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LAST-AUTOLIP-063,0,0,0,0,0,"Lip Pencil, Lips, Makeup",403562755752,0.0,0,5.47722557505171,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LAST-AUTOLIP-063-3PK,0,0,0,0,0,Cosmetics General,RIM-LAST-AUTOLIP-063-3PK,24.0,1,5.477225575051662,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-AUTOLIP-070,0,0,0,0,0,"Lip Pencil, Lips, Makeup",403562755752,1259.0,1,5.477225575051664,0.0,0.0,0.0,0.07777777777777778,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-AUTOLIP-105,0,0,0,0,0,"Lip Pencil, Lips, Makeup",403562755752,106.0,1,5.477225575051671,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-MEGA-MATTE-LIQ-LPK-110,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",RIM-LAST-MEGA-MATTE-LIQ-LPK,35.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-MEGA-MATTE-LIQ-LPK-210,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",RIM-LAST-MEGA-MATTE-LIQ-LPK,1.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-MEGA-MATTE-LIQ-LPK-600,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",RIM-LAST-MEGA-MATTE-LIQ-LPK,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LAST-MEGA-MATTE-LIQ-LPK-700,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",RIM-LAST-MEGA-MATTE-LIQ-LPK,3.0,1,5.477225575051661,0.0,0.07142857142857142,0.03333333333333333,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-MEGA-MATTE-LIQ-LPK-709,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",RIM-LAST-MEGA-MATTE-LIQ-LPK,4.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-MEGA-MATTE-LIQ-LPK-910,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",RIM-LAST-MEGA-MATTE-LIQ-LPK,2.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LAST-MEGA-MATTE-LIQ-LPK-930,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",RIM-LAST-MEGA-MATTE-LIQ-LPK,2.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTCCLR-001,0,0,0,0,0,"Complexion, Concealer, Makeup",B07VRQBPFZ,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTCCLR-010,0,0,0,0,0,"Complexion, Concealer, Makeup",B07VRQBPFZ,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTCCLR-020,0,0,0,0,0,"Complexion, Concealer, Makeup",B07VRQBPFZ,0.0,0,5.4772255750516825,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTCOMPACT-004,0,0,0,0,0,"Complexion, Face Powder, Makeup",B0FGNSQHT4,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTCOMPACT-005,0,0,0,0,0,"Complexion, Face Powder, Makeup",403692327075,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTCOMPACT-007,0,0,0,0,0,"Complexion, Face Powder, Makeup",403692327075,0.0,0,5.477225575051662,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTCOMPACT-008,0,0,0,0,0,"Complexion, Face Powder, Makeup",403692327075,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTCOMPACT-009,0,0,0,0,0,"Complexion, Face Powder, Makeup",403692327075,21.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTCOMPACT-011,0,0,0,0,0,"Complexion, Face Powder, Makeup",B0F71KBNPS,3.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTCOMPACT-012,0,0,0,0,0,"Complexion, Face Powder, Makeup",403692327075,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTFIN-EXTMATT-LPK-160,0,0,0,0,0,Lipstick,B09CJN5Z4M,0.0,0,5.477225575051659,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTFIN-EXTMATT-LPK-600,0,0,0,0,0,Lipstick,RIM-LASTFIN-EXTMATT-LPK,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTFIN-EXTMATT-LPK-710,0,0,0,0,0,Lipstick,404232464805,0.0,0,5.47722557505166,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTFIN-EXTMATT-LPK-840,0,0,0,0,0,Lipstick,205590229797,0.0,0,5.477225575051661,0.0,0.0,0.0,0.011111111111111112,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTFIN-PRIMER,0,0,0,0,0,"Complexion, Makeup, Primer",B07HXDSP7W,0.0,0,5.477225575051661,0.0,0.0,0.0,0.0,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTING-PROV-115,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",B0B5CBLCVW,88.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTING-PROV-210,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",404057643402,58.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTING-PROV-220,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",404057643402,5.0,1,5.477225575051662,0.0,0.0,0.0,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTING-PROV-310,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",404057643402,39.0,1,5.477225575051661,0.0,0.0,0.0,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTING-PROV-400,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",404057643402,13.0,1,5.47722557505166,0.0,0.0,0.0,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTING-PROV-410,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",404057643402,10.0,1,5.477225575051662,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTING-PROV-440,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",B0B5CBLCVW,14.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTING-PROV-500,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",404057643402,69.0,1,5.477225575051658,0.14285714285714285,0.07142857142857142,0.03333333333333333,0.044444444444444446,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTING-PROV-570,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",404057643402,31.0,1,5.477225575051662,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTING-PROV-600,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",404057643402,0.0,0,5.47722557505166,0.0,0.0,0.0,0.03333333333333333,0.0,Stockout Inactive,STOCKOUT RISK,Urgent Restock Required
RIM-LASTING-PROV-730,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",404057643402,5.0,1,5.477225575051641,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTING-PROV-740,0,0,0,0,0,"Lips, Liquid Lipstick, Makeup",404057643402,3.0,1,5.477225575051702,0.0,0.0,0.0,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-110,0,0,0,0,0,"Lip Pencil, Lips, Makeup",402817922464,109.0,1,1.925330244847398,0.42857142857142855,0.2857142857142857,0.4,0.6666666666666666,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-120,0,0,0,0,0,"Lip Pencil, Lips, Makeup",B0H4YCPBRN,361.0,1,2.7543069720987394,0.0,0.21428571428571427,0.2,0.3,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-120-2PK,0,0,0,0,0,Cosmetics General,RIM-LASTLIP-120-2PK,348.0,1,5.477225575051662,0.0,0.0,0.0,0.022222222222222223,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-120-3PK,0,0,0,0,0,Cosmetics General,RIM-LASTLIP-120-3PK,227.0,1,5.477225575051661,0.0,0.0,0.0,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-120-5PK,0,0,0,0,0,Cosmetics General,RIM-LASTLIP-120-5PK,121.0,1,5.477225575051661,0.0,0.0,0.03333333333333333,0.011111111111111112,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-125,0,0,0,0,0,"Lip Pencil, Lips, Makeup",402817922464,964.0,1,2.7543069720987376,0.2857142857142857,0.21428571428571427,0.2,0.3,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-195,0,0,0,0,0,"Lip Pencil, Lips, Makeup",B0H4YCPBRN,61.0,1,5.477225575051673,0.0,0.0,0.03333333333333333,0.1,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-215,0,0,0,0,0,"Lip Pencil, Lips, Makeup",B0H4YCPBRN,484.0,1,3.0512857662936548,0.14285714285714285,0.07142857142857142,0.1,0.16666666666666666,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-505,0,0,0,0,0,"Lip Pencil, Lips, Makeup",402817922464,56.0,1,2.0341905108624303,0.2857142857142857,0.14285714285714285,0.2,0.13333333333333333,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-580,0,0,0,0,0,"Lip Pencil, Lips, Makeup",402817922464,75.0,1,2.4211709905575116,0.0,0.14285714285714285,0.2,0.2222222222222222,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-705,0,0,0,0,0,"Lip Pencil, Lips, Makeup",402817922464,2508.0,1,3.552560999500574,0.0,0.14285714285714285,0.16666666666666666,0.37777777777777777,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-705-2PK,0,0,0,0,0,Cosmetics General,RIM-LASTLIP-705-2PK,2062.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-705-3PK,0,0,0,0,0,Cosmetics General,RIM-LASTLIP-705-3PK,956.0,1,3.8056219755369374,0.0,0.0,0.06666666666666667,0.044444444444444446,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-705-5PK,0,0,0,0,0,Cosmetics General,RIM-LASTLIP-705-5PK,997.0,1,5.477225575051661,0.0,0.0,0.0,0.0,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-760,0,0,0,0,0,"Lip Pencil, Lips, Makeup",402817922464,957.0,1,2.593094277313205,0.14285714285714285,0.21428571428571427,0.13333333333333333,0.16666666666666666,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
RIM-LASTLIP-790,0,0,0,0,0,"Lip Pencil, Lips, Makeup",B0H4YCPBRN,573.0,1,5.477225575051661,0.0,0.0,0.0,0.08888888888888889,999.0,Dormant Inventory,SLOW-MOVING EXCESS,Review Promotion / Liquidation
